,JWTRNS_8.0,HISP_2,HISP_4,HISP_21,HISP_24,OCCP_6240.0,OCCP_9830.0,RAC1P_3,RAC1P_7,RAC1P_9,RACASN_0,RACASN_1,RACNH_0,RACNH_1,RACNUM_1,RACNUM_2,RACNUM_3,RACNUM_4,RACPI_0,RACPI_1,SFR_2.0,WAOB_8,OCCP_510.0,RACNUM_5,RACNUM_6,OCCP_2755.0,Label
0,0.001128923007450892,0.02223978324678257,0.0016933845111763378,0.00011289230074508918,0.003160984420862497,0.0007902461052156243,0.0004515692029803567,0.0038383382253330323,0.0010160307067058026,0.025513659968390157,0.961955294648905,0.038044705351095054,0.9995484307970196,0.0004515692029803567,0.9744863400316098,0.024046060058703998,0.001241815308195981,0.00022578460149017836,0.998758184691804,0.001241815308195981,0.002483630616391962,0.0007902461052156243,0.0,0.0,0.0,0.0,0.0
1,0.001809834907742562,0.22777434448662487,0.0020011182719755155,0.00039728083340690384,0.008460610341072953,0.0010005591359877578,0.0006768488272858362,0.0698478561549101,0.0023983991053824196,0.033827727259350814,0.9581972278626291,0.04180277213737088,0.9981607368823755,0.001839263117624555,0.9661722727406492,0.030649480592095584,0.0028545363585533094,0.0002942820988199288,0.9972190341661517,0.002780965833848327,0.0029722491980812807,0.0008092757717548042,4.414231482298932e-05,1.471410494099644e-05,1.471410494099644e-05,0.0,1.0
2,0.0007645259938837921,0.013888888888888888,0.0,0.00012742099898063202,0.0022935779816513763,0.00025484199796126404,0.0015290519877675841,0.05007645259938838,0.0005096839959225281,0.019240570846075434,0.990316004077472,0.009683995922528032,0.9989806320081549,0.0010193679918450561,0.9807594291539246,0.017966360856269112,0.0011467889908256881,0.00012742099898063202,0.9991080530071356,0.000891946992864424,0.0012742099898063201,0.0006371049949031601,0.00038226299694189603,0.0,0.0,0.0,0.0
3,0.000445777968281183,0.012901843120445778,0.0006086583797685383,0.00018859837119588512,0.0016716673810544364,0.00043720531504500644,0.00023146163737676812,0.001063009001285898,0.00030861551650235747,0.02410630090012859,0.9770081440205743,0.022991855979425633,0.9997513930561509,0.0002486069438491213,0.9758936990998714,0.022520360051435918,0.0014402057436776682,0.00013716245177882556,0.9993056150878697,0.0006943849121303044,0.002126018002571796,0.0002571795970852979,2.571795970852979e-05,8.572653236176597e-06,0.0,0.0,1.0
4,0.0007455605259590619,0.037820252135014235,0.00047444760742849397,6.777822963264199e-05,0.0027111291853056797,0.00044055849261217297,0.0005761149518774569,0.0058289277484072114,0.0017961230852650129,0.023519045682526774,0.9856649044326962,0.014335095567303781,0.9996272197370205,0.00037278026297953097,0.9764809543174733,0.02209570286024129,0.0013555645926528399,6.777822963264199e-05,0.9972888708146943,0.0027111291853056797,0.0027789074149383217,0.0018300122000813339,6.777822963264199e-05,0.0,0.0,0.0,1.0
5,0.0005538972828261071,0.04007549414817778,0.003149008626437312,0.0007590444246135541,0.0020925008462319597,0.0004923531402898729,0.0014668020637802464,0.002728456985773046,0.0005026104973792452,0.023745781661896996,0.9547958273071361,0.045204172692863955,0.999558933645157,0.00044106635484301114,0.976254218338103,0.021571221958950056,0.0018258095619082787,0.0002872059985024259,0.9987383450780072,0.0012616549219927992,0.002851545270845514,0.00044106635484301114,5.128678544686176e-05,6.154414253623411e-05,0.0,0.0,1.0
6,0.0013182635709614128,0.026595201111837802,0.06321533682145193,0.007638775343361675,0.006024157946370176,0.0008839519293655985,0.0009759238064094179,0.0022839682799215173,0.0007051177240026161,0.02366742969260955,0.9664558126226291,0.03354418737737083,0.999463497383911,0.000536502616088947,0.9763325703073904,0.021623610202746894,0.0018598757357750164,0.0001583960104643558,0.9985539977109221,0.0014460022890778286,0.002759156311314585,0.0005518312622629169,3.065729234793983e-05,2.554774362328319e-05,0.0,0.0,0.0
7,0.001654886347456284,0.2889979609436076,0.0024527779792655638,0.00033581297635070694,0.009260378635847095,0.0007199830212959157,0.0005964038459988555,0.006952671862365037,0.003581109579803939,0.04780096230566503,0.8273786976366826,0.1726213023633174,0.9979690031190309,0.0020309968809690757,0.952199037694335,0.0434165880864302,0.003949160601884313,0.0003761105335127918,0.9942428223334435,0.00575717766655652,0.005405245667340979,0.002339944819211726,2.1492030486445244e-05,5.641658002691877e-05,2.6865038108056555e-06,5.373007621611311e-06,0.0
8,0.0002942041776993233,0.02294792586054722,0.000441306266548985,0.0,0.002059429243895263,0.0002942041776993233,0.0029420417769932335,0.005442777287437482,0.009267431597528684,0.061194468961459254,0.9457193292144749,0.054280670785525155,0.9948514268902618,0.005148573109738159,0.9388055310385407,0.055898793762871435,0.00441306266548985,0.00088261253309797,0.9877905266254781,0.012209473374521919,0.00353045013239188,0.00176522506619594,0.0,0.0,0.0,0.0,0.0
9,0.0015069697350244883,0.07911591108878563,0.0002511616225040814,0.0004395328393821424,0.004018585960065302,0.0006279040562602034,0.0002511616225040814,0.017644103980911718,0.0015069697350244883,0.020846414667838754,0.9842396081878689,0.015760391812131107,0.9990581439156097,0.0009418560843903052,0.9791535853321612,0.01984176817782243,0.0008790656787642849,6.279040562602035e-05,0.9979907070199674,0.002009292980032651,0.002762777847544895,0.0010674368956423458,6.279040562602035e-05,6.279040562602035e-05,0.0,0.0,0.0
