,JWTRNS_8.0,HISP_2,HISP_4,HISP_21,HISP_24,OCCP_6240.0,OCCP_9830.0,RAC1P_3,RAC1P_7,RAC1P_9,RACASN_0,RACASN_1,RACNH_0,RACNH_1,RACNUM_1,RACNUM_2,RACNUM_3,RACNUM_4,RACPI_0,RACPI_1,SFR_2.0,WAOB_8,OCCP_510.0,RACNUM_5,RACNUM_6,OCCP_2755.0,INTP,OIP,PAP,RETP,SEMP,SSIP,SSP,WAGP,PERNP,PINCP,POVPIP,Predictions,Label,Match?,State
0,0.0006485084306095,0.0290747946389969,0.0010808473843493,0.0002161694768698,0.0017293558149589,0.0002161694768698,0.001513186338089,0.0033506268914829,0.0001080847384349,0.0261565067012537,0.9571984435797666,0.0428015564202334,0.9998919152615652,0.0001080847384349,0.9738434932987462,0.0237786424556852,0.0021616947686986,0.0002161694768698,0.9992434068309556,0.0007565931690445,0.0019455252918287,0.0002161694768698,0.0,0.0,0.0,0.0001080847384349,2882.26046394352,654.5600100857287,23.01311144730207,6665.239536056481,1630.566061522945,255.0554715078165,4798.047150781645,31282.53656076652,33324.83150370181,48191.27836611195,355.0594945202416,0.0,0.0,True,Delaware
1,0.0016905330151153,0.2142715081259234,0.0020030685305148,0.0003409478349812,0.009035117627003,0.0006961018297533,0.0008523695874531,0.0577338333901579,0.0017757699738606,0.0367371292192294,0.9558614615297192,0.0441385384702807,0.9984799409023752,0.0015200590976247,0.9632628707807706,0.033938515740425,0.0025002841231958,0.0002841231958177,0.9975423343561768,0.0024576656438231,0.0029548812365041,0.0008807819070348,1.4206159790885328e-05,1.4206159790885328e-05,0.0,0.0001562677576997,2760.266598656805,614.2166114086542,20.87290657145286,4388.770109665901,1920.3963274674827,246.4172404998725,4051.40831420556,27531.802771401854,29895.43327062804,41534.15089688005,317.28437932965835,0.0,1.0,False,Arizona
2,0.0005033345916698,0.0226500566251415,0.0003775009437523,0.0,0.0026425066062665,0.0003775009437523,0.001132502831257,0.0456776141940354,0.0010066691833396,0.0195042154272052,0.9893041399270164,0.0106958600729835,0.9993708317604127,0.0006291682395872,0.9804957845727948,0.0179942116521957,0.0013841701270919,0.0001258336479174,0.9987416635208256,0.0012583364791745,0.0020133383666792,0.0008808355354221,0.0002516672958349,0.0,0.0,0.0001258336479174,3989.927547402497,936.3884692461849,37.607522737783256,2918.1131493756748,5001.416987821797,199.83043009095115,3547.6537690766145,28975.94635424696,34423.1072934562,45606.88422999846,343.1124967182988,0.0,0.0,True,North Dakota
3,0.0003960562905536,0.0139546641948259,0.0006320047189685,0.0003876295609673,0.0020392685598719,0.0004718968568298,0.0001938147804836,0.0009859273615909,0.0003117889946911,0.0236875368669419,0.975562484199882,0.0244375158001179,0.9995449566023428,0.0004550433976573,0.976312463133058,0.0218336563579674,0.0016432122693182,0.0001853880508974,0.999250021066824,0.000749978933176,0.0019212943456644,0.0003960562905536,0.0,0.0,2.528018875874273e-05,4.213364793123789e-05,2079.826506313409,568.254657515058,31.15212214595882,4172.732435515179,1525.6825685870367,315.1281692113741,3681.867808616653,28113.97242510956,30071.412928505448,40488.61669301424,321.6557105615444,1.0,1.0,True,Ohio
4,0.0006601967386281,0.0415593846966396,0.0005281573909024,0.0002640786954512,0.0029048656499636,0.0004291278801082,0.0003631082062454,0.0040932197794942,0.0015844721727074,0.0235360137320921,0.9852446028916616,0.0147553971083382,0.9997359213045488,0.0002640786954512,0.976463986267908,0.0224796989502871,0.0009572852710107,9.902951079421667e-05,0.9983164983164984,0.0016835016835016,0.0034330230408661,0.0013534033141876,9.902951079421667e-05,0.0,0.0,0.0,1494.386996780988,732.9282676946309,22.703175297063147,3070.831935778724,1543.3449111791122,320.6374438659937,4040.7864722012473,22274.84958073361,24194.139714193443,33500.46882327226,283.59678258156225,1.0,1.0,True,Arkansas
5,0.0005944478570154,0.0396397645986486,0.0030911288564804,0.0017139913210612,0.0023579764994947,0.0005449105355975,0.001476212178255,0.0020805674995541,0.0005250956070303,0.025135236887471,0.9520181504745676,0.0479818495254324,0.9994352745358352,0.0005647254641647,0.974864763112529,0.0233122634592902,0.0016248241425089,0.0001882418213882,0.9987714744288348,0.0012285255711653,0.0027344601422711,0.0003467612499256,9.907464283591258e-06,9.907464283591258e-06,0.0,6.93522499851388e-05,2180.8423803302053,686.1351229362158,18.076612424278423,3857.62810310013,1968.7448152987288,280.04038484380567,3402.1374272478924,30621.070269628224,33098.140246329785,43014.67511580947,320.7665580890337,0.0,1.0,False,
6,0.0012295844886202,0.0257771855741816,0.0638845072354433,0.0102432715765134,0.0065496193676702,0.0007935963631732,0.0010140397973879,0.0021015607395142,0.0005976466438711,0.0263258447882273,0.963749301929125,0.036250698070875,0.9994856319868322,0.0005143680131678,0.9736741552117728,0.0241018154741493,0.0020231808517934,0.0001910509763194,0.9984568959604966,0.0015431040395034,0.0025473463509263,0.0005829504149235,4.898742982550678e-06,9.797485965101356e-06,0.0,7.348114473826016e-05,4154.057531959066,724.3484751040855,24.7863001951957,4682.709598438435,1961.0307122950728,253.5229439573954,4461.021787451061,27419.72022701374,29721.63304323013,43681.19758769703,321.8176260799424,0.0,0.0,True,Georgia
7,0.0014932881886494,0.2767747104591395,0.0024595334871872,0.000484453565658,0.0091460574263803,0.0005909268767917,0.0010407766163314,0.0071975958326346,0.0032288031601278,0.0507265472568482,0.8114277804839745,0.1885722195160255,0.9977560749678585,0.0022439250321416,0.9492734527431518,0.0462067551992248,0.0040140438297385,0.0004471879067613,0.9943223106837982,0.0056776893162017,0.0053556075500224,0.0022918380221517,3.194199334009439e-05,5.323665556682398e-05,5.323665556682398e-06,5.856032112350638e-05,3677.894072543111,622.4689206885126,53.73544956849629,4015.484663080005,2955.23976460565,288.53825158165444,2876.364261710553,37176.87039111433,40715.64344549624,51666.595778047726,342.4677498416545,0.0,0.0,True,Florida
8,0.0003015681544028,0.0253317249698431,0.0016586248492159,0.0,0.0015078407720144,0.0,0.0028648974668275,0.0078407720144752,0.0066344993968636,0.0737334137515078,0.9537092882991556,0.0462907117008443,0.9966827503015682,0.0033172496984318,0.926266586248492,0.0695114595898673,0.0039203860072376,0.0003015681544028,0.9933655006031364,0.0066344993968636,0.0069360675512665,0.0021109770808202,0.0,0.0,0.0,0.0,2636.95753344968,1145.3015318983903,159.62769051774288,4044.884622842738,2372.086484390149,222.1834399844871,2264.320341283692,29963.8801628854,32897.332807259816,42809.24180725228,310.72662440570525,0.0,0.0,True,California
9,0.0005192407546298,0.0754629896728783,0.0003461605030865,0.0005192407546298,0.0051924075462989,0.0003461605030865,0.000634627588992,0.0138464201234639,0.0016731090982518,0.0293659493451797,0.9788265158945364,0.0211734841054635,0.9979230369814804,0.0020769630185195,0.9706340506548204,0.027231292909479,0.0019615761841573,0.0001730802515432,0.9976345698955748,0.002365430104425,0.0039231523683147,0.0005769341718109,0.0,0.0,0.0,0.0,2083.365578977765,602.9280970257003,24.25786889979786,3493.221195495236,2363.1511695062086,255.6092982962749,3796.922466069882,24519.687698527287,27384.98926312693,37139.14337279815,302.2997928381177,1.0,0.0,False,Alaska
