,Unnamed: 0,JWTRNS_8.0,HISP_2,HISP_4,HISP_21,HISP_24,OCCP_6240.0,OCCP_9830.0,RAC1P_3,RAC1P_7,RAC1P_9,RACASN_0,RACASN_1,RACNH_0,RACNH_1,RACNUM_1,RACNUM_2,RACNUM_3,RACNUM_4,RACPI_0,RACPI_1,SFR_2.0,WAOB_8,OCCP_510.0,RACNUM_5,RACNUM_6,OCCP_2755.0,INTP,OIP,PAP,RETP,SEMP,SSIP,SSP,WAGP,PERNP,PINCP,POVPIP,Label_y
20,20,0.0006230141424210329,0.02381990737856416,0.0018067410130209953,0.00020767138080701102,0.0012252611467613648,0.0003115070712105165,0.001038356904035055,0.002969700745540257,0.0005814798662596307,0.020414096733329175,0.98074886299919,0.01925113700080992,0.9995431229622246,0.00045687703777542424,0.9795859032666708,0.018586588582227486,0.0016406039083753867,0.00018690424272630992,0.9990862459244492,0.0009137540755508485,0.002325919465038523,0.00026997279504911427,2.0767138080701102e-05,0.0,0.0,0.0,2260.566260612772,747.7940199335549,17.826504245108897,3016.2729666543623,1456.0770518026334,264.2057339731759,3935.243017103482,23070.618924572413,24857.021848110737,34768.604478897505,299.6605530659089,1.0
21,21,0.0008940869439141676,0.016395621390426017,0.0021506415677935388,0.0005678660319454849,0.002863494671725105,0.00039871444796172337,0.003141386559698427,0.0017156803518352944,0.0007853466399246067,0.032972476620834634,0.9232051808713724,0.07679481912862769,0.9992871468960683,0.0007128531039315661,0.9670275233791652,0.029963994877123458,0.002730589855737863,0.00020539835198028173,0.998103085808182,0.0018969141918178962,0.003262209119686828,0.0005316192639489647,1.2082255998840104e-05,7.249353599304063e-05,0.0,0.0,2372.242992405137,732.2973093718024,21.880413321996283,3795.130813241291,1614.2578650794799,211.94569744483996,3126.1333929008915,35088.486359509436,37207.32117812061,46962.37484327488,352.67861665484764,0.0
22,22,0.0007811279487580067,0.002030932666770817,0.0021871582565224186,0.00015622558975160133,0.0010935791282612093,0.00031245117950320266,0.00031245117950320266,0.002655835025777223,0.00031245117950320266,0.01937197312919856,0.9834400874863304,0.016559912513669738,0.999218872051242,0.0007811279487580067,0.9806280268708014,0.018434619590688955,0.0006249023590064053,0.00031245117950320266,0.999218872051242,0.0007811279487580067,0.003436962974535229,0.0007811279487580067,0.0,0.0,0.0,0.0,3220.3329102447883,550.5802357207615,35.203989120580225,2241.2438803263826,2646.127107887579,242.611060743427,3745.7679057116948,25073.011786038078,28101.29632352941,37754.879057116945,334.16261373035576,1.0
23,23,0.0006806690003889537,0.010404511863088292,0.0027226760015558148,0.0003889537145079736,0.004278490859587709,0.0003889537145079736,0.0003889537145079736,0.0026254375729288216,0.0010696227148969274,0.029074290159471026,0.9628549202644884,0.03714507973551148,0.9995138078568649,0.0004861921431349669,0.9709257098405291,0.02469856087125632,0.004084014002333722,0.00029171528588098014,0.9975690392843252,0.002430960715674835,0.0021392454297938547,0.0008751458576429405,0.0,0.0,0.0,0.0,2889.586888190391,565.2519083969466,53.91221374045802,2787.1867983834754,2185.736977997306,409.9236641221373,3555.954198473282,29128.307139649754,31705.558649693114,41575.85978895376,342.1609730848861,1.0
24,24,0.000758889852558543,0.06699913269731136,0.0004607545533391153,0.00024392888117953169,0.0036318300086730275,0.0008130962705984389,0.0006504770164787512,0.09331634865568084,0.0011383347788378145,0.0877601908065915,0.9795099739809192,0.02049002601908066,0.998997181266262,0.0010028187337380746,0.9122398091934084,0.08464332176929748,0.002818733738074588,0.00029813529921942765,0.9983738074588032,0.0016261925411968775,0.003143972246313964,0.0007859930615784909,0.0002168256721595837,0.0,0.0,0.0,1312.1146492549808,795.3149840950945,28.65863050393437,1929.5499079189685,1768.4380043529216,308.56521011217137,3202.9717060103803,22034.34153691612,24234.480312276275,31379.95462916457,277.7461193219176,1.0
25,25,0.00016801075268817208,0.007672491039426524,0.0008400537634408602,0.00011200716845878138,0.0011200716845878136,0.00039202508960573483,0.0002800179211469534,0.0009520609318996416,0.00016801075268817208,0.015232974910394263,0.989527329749104,0.010472670250896056,0.9997759856630823,0.00022401433691756275,0.9847670250896058,0.014224910394265234,0.0009520609318996416,5.600358422939069e-05,0.9996079749103942,0.00039202508960573483,0.0020161290322580645,0.0006720430107526883,0.0,0.0,0.0,0.0,1681.716599457923,770.6553844119786,29.774575262775173,2675.0677596350893,981.3561181992463,371.5607853506975,4317.528921795465,19814.61889336948,21043.595825807748,30642.27903748264,281.385237258348,1.0
26,26,0.0008586049386956075,0.02780162791496377,0.0005495071607651887,0.00015454888896520932,0.001648521482295566,0.00034344197547824293,0.00027475358038259434,0.009891128893773395,0.00022323728406085792,0.016193289143799156,0.9810248308548272,0.01897516914517292,0.9998797953085826,0.00012020469141738503,0.9838067108562008,0.014991242229625303,0.001167702716626026,3.434419754782429e-05,0.9993474602465914,0.0006525397534086616,0.0020606518528694575,0.00015454888896520932,3.434419754782429e-05,0.0,0.0,0.0,2050.499917837483,624.1465368498891,22.300345082573333,2455.517500616219,2020.872463232273,233.1669542354777,3735.2162928272132,26097.603319365702,28522.135118241484,37239.323330046835,327.04140901454764,0.0
27,27,0.0010484535310417132,0.071269876931526,0.0009985271724206792,0.00022466861379465288,0.005541825806934771,0.0003744476896577548,0.0002496317931051698,0.013205521855263486,0.003370029206919793,0.04463416460720437,0.9469033176065303,0.05309668239346963,0.9966798971517012,0.0033201028482987595,0.9553658353927956,0.0415886567313213,0.002770912903467385,0.0002496317931051698,0.9958810754137648,0.004118924586235303,0.0032452133103672088,0.0019221648069098077,4.9926358621033974e-05,2.496317931051699e-05,0.0,0.0,2514.7648067654277,798.8658446435437,49.76048966557261,3042.179189213164,2117.3493302581387,282.5630562701441,3643.0130991454503,25947.044560749877,28418.16087789688,38395.54037671132,317.03576405016264,1.0
28,28,0.0005545608670163041,0.008128277850838972,0.0012992568884381982,0.0002614358373076862,0.002701503652179424,0.0003961149050116458,0.0001980574525058229,0.0011725001188344715,0.00032481422210954954,0.018649089727948282,0.9702200814412244,0.029779918558775532,0.9996751857778904,0.00032481422210954954,0.9813509102720516,0.017112163896503097,0.0013784798694405273,0.00014260136580419248,0.9993345269595804,0.0006654730404195648,0.0020914866984614896,0.00026935813540791907,1.584459620046583e-05,1.584459620046583e-05,0.0,0.0,1860.6733952324014,602.857924824391,31.131463906740397,2499.275369899866,1628.9305316843522,276.3609699596473,3789.5880660588855,26700.3759714542,28718.00391072561,37389.193702361394,323.47680134876845,1.0
29,29,0.0005180452426178551,0.054222068727335516,0.0,0.00034536349507857016,0.010706268347435677,0.00017268174753928508,0.001726817475392851,0.044551890865135564,0.0008634087376964255,0.021757900189949924,0.9887756864099464,0.011224313590053532,0.9989639095147644,0.0010360904852357103,0.97824209981005,0.02020376446209636,0.001554135727853566,0.0,0.9991365912623036,0.0008634087376964255,0.002072180970471421,0.00034536349507857016,0.0,0.0,0.0,0.0,2073.309847198642,678.1472835314091,27.22198641765705,2376.322156196944,1768.8041171477082,238.39134125636681,3277.217741935485,26157.580645161288,28384.194348576362,36596.9951188455,315.48272792022794,0.0
30,30,0.000739332488381918,0.04995775242923532,0.0010561892691170257,0.0,0.0035910435149978884,0.000369666244190959,0.0010561892691170257,0.011512463033375579,0.0004224757076468103,0.021493451626531476,0.979457118715674,0.020542881284326152,0.9994190959019856,0.0005809040980143641,0.9785065483734684,0.019169835234474016,0.002006759611322349,0.00031685678073510766,0.998521335023236,0.001478664976763836,0.0016899028305872412,0.00021123785382340515,0.00010561892691170258,0.0,0.0,0.0,2181.7679787303027,697.1606251215875,17.18889825562545,1782.078983204721,2392.305946436677,194.7603916736917,3475.92438882044,26009.453991310547,28873.5935130859,36750.6412035536,318.48110327987126,0.0
31,31,0.00032366268463484963,0.006752780556699817,0.001912552227387748,0.0006914611899017242,0.004413582063202495,0.0004266462661095745,0.0002795268640028247,0.0010592596951685988,0.0004707820867415994,0.028717707291237567,0.9308391690696171,0.0691608309303831,0.9997351850762078,0.0002648149237921497,0.9712822927087624,0.026672747601953747,0.001794856705702348,0.0001912552227387748,0.9987200612016712,0.0012799387983287234,0.002501029835814748,0.0007650208909550991,2.942388042134997e-05,5.8847760842699926e-05,0.0,1.4711940210674985e-05,2991.6950627414776,670.2701131740008,44.357882859780496,2506.088829623551,2321.4006906691284,306.1425103429412,3066.389202311348,36995.11255855301,39823.032484848496,48901.45685027524,364.27306770286566,1.0
32,32,0.0006887483563959677,0.029522259094608982,0.00040698766514307184,0.0,0.0020349383257153592,0.0003130674347254399,0.00012522697389017595,0.0034437417819798387,0.0007513618433410557,0.014526328971260409,0.983939640598585,0.016060359401415064,0.9994051718740216,0.0005948281259783358,0.9854736710287396,0.013681046897501721,0.0007513618433410557,6.261348694508798e-05,0.9991860246697138,0.0008139753302861438,0.0012522697389017595,0.0002817606912528959,0.00012522697389017595,0.0,3.130674347254399e-05,0.0,2346.867279146577,735.8135226453057,25.265555597737364,1971.0164382521546,2353.332143806233,243.40381914126263,3684.7743062146474,24468.085114460348,27264.421410103037,35828.5582172279,320.6746473276376,0.0
33,33,0.0006967480044228351,0.039956983384074767,0.0008785083534027053,9.088017448993502e-05,0.001953923751533603,0.00037866739370806264,0.00012117356598658003,0.0019236303600369575,0.0004544008724496751,0.020175398736765576,0.9791581466503082,0.02084185334969177,0.9996819193892852,0.00031808061071477263,0.9798246012632345,0.018993956468396415,0.0011662955726208328,1.5146695748322504e-05,0.9992123718210872,0.0007876281789127702,0.0023931779282349557,0.00019690704472819252,3.0293391496645008e-05,0.0,0.0,0.0,1537.9780571721387,564.533106401669,26.38995644376121,2055.8388053145927,1375.7551151129169,271.36085794809856,3608.2105340214475,24336.880019032975,26137.40017487071,33776.946451447606,301.86353873323463,1.0
34,34,0.0004762228723042384,0.012466834478535957,0.0021430029253690732,0.00034015919450302743,0.003911830736784815,0.0003571671542281788,0.0020069392475678613,0.001428668616912715,0.00039118307367848153,0.029882985237090962,0.928311449758487,0.07168855024151302,0.9995918089665964,0.00040819103340363286,0.9701170147629091,0.027246751479692497,0.002432138240696646,0.00020409551670181643,0.9989625144567658,0.0010374855432342335,0.002959384992176339,0.0005612626709299952,3.4015919450302745e-05,0.0,0.0,0.0,2241.36916909621,662.8540249433106,29.86880466472304,3939.6137836086823,1945.0404923874314,209.62908973113048,3004.7811386459352,37953.06365403304,40535.784469813836,49986.22015711046,369.30330940847864,0.0
35,35,0.0007881773399014779,0.016945812807881773,0.001083743842364532,0.00029556650246305416,0.0017733990147783254,0.00019704433497536947,0.0006896551724137929,0.08285714285714285,0.0004926108374384236,0.0258128078817734,0.9901477832512317,0.009852216748768471,0.9990147783251232,0.0009852216748768472,0.9741871921182266,0.024630541871921183,0.0011822660098522169,0.0,0.9997044334975368,0.00029556650246305416,0.003546798029556651,0.00029556650246305416,9.852216748768474e-05,0.0,0.0,0.0,3258.919231686949,740.46170365068,46.81579575280363,2551.830112145073,2754.530541636841,286.49486995943687,3661.080887616321,21732.90145549988,24921.521976687716,35033.03459794798,301.5488429244317,0.0
36,36,0.00045082429123249207,0.029549483088966075,0.0013114888472217953,0.0001639361059027244,0.0018955112245002512,0.00044057828461357187,0.0003073801985676083,0.005809485752927796,0.0002561501654730069,0.02605559483191426,0.970686175063269,0.029313824936730914,0.9996926198014324,0.0003073801985676083,0.9739444051680858,0.02436500373979241,0.00148567095974344,0.00017418211252164466,0.9992417955102,0.0007582044898001004,0.0027869138003463146,0.000297134191948688,5.123003309460138e-05,3.073801985676083e-05,0.0,0.0,1696.4540218735606,685.2112423309163,29.698207920071773,2794.075975458933,1397.8111162305695,335.1140965637655,3939.085287484541,24712.062152920924,26503.208480000005,35589.512112908305,309.4005344701429,1.0
37,37,0.0014697236919459142,0.1753747795414462,0.008818342151675485,0.00036743092298647856,0.008156966490299823,0.0008818342151675485,0.0008818342151675485,0.019216637272192832,0.008303938859494415,0.0471413874191652,0.8953924162257496,0.10460758377425043,0.9927248677248676,0.007275132275132275,0.9528586125808348,0.04254850088183421,0.004262198706643151,0.00033068783068783067,0.9916225749559084,0.008377425044091709,0.00308641975308642,0.001506466784244562,0.0,0.0,0.0,0.0,2167.353633708064,733.6053819598125,35.39877843675312,3144.164734000177,1526.663538992653,242.51571213596532,3329.6755775869697,26117.279366203413,28046.12694207454,37296.65676728335,305.9435680293776,1.0
38,38,0.0007472166180975863,0.005604124635731899,0.0017933198834342073,0.00037360830904879317,0.0018680415452439665,7.472166180975865e-05,0.0001494433236195173,0.0009713816035268623,0.0,0.01935291040872749,0.9741463050138236,0.02585369498617649,1.0,0.0,0.9806470895912726,0.017858477172532316,0.0014944332361951727,0.0,0.9995516700291416,0.00044832997085855183,0.003736083090487933,0.00044832997085855183,0.0,0.0,0.0,0.0,2353.7966086956517,658.3660869565216,20.74695652173913,2830.9186086956524,2430.165652173913,260.61739130434785,3678.757391304348,31563.46260869565,34409.5348120764,43796.831304347834,367.4180702030537,1.0
39,39,0.0008002382104440391,0.021327278817880668,0.0005583057282167714,9.305095470279524e-05,0.001526035657125842,0.0005024751553950943,0.00024193248222726763,0.01215245468418506,0.00039081400975174007,0.02115978709941564,0.9662597238247664,0.03374027617523356,0.9995905757993075,0.0004094242006922991,0.9788402129005844,0.019280157814419174,0.0016376968027691965,9.305095470279524e-05,0.9991253210257938,0.0008746789742062754,0.0011538318383146609,0.00046525477351397625,5.583057282167715e-05,0.0,0.00014888152752447241,0.0,2525.947775323445,689.7206419330117,46.13825902718297,2282.1222107018884,2715.9030789343187,237.11175224270843,3480.261912275165,29771.4263174503,33012.662803481435,41748.63199296759,342.48479219874616,0.0
